"","acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","ph","sulphates","alcohol","quality","tipo"
"293",5.71,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,5,"blanco"
"294",5.69,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6,"blanco"
"295",7.245,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,"blanco"
"296",5.94,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,"blanco"
"297",6.89,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6,"blanco"
"298",7.98,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6,"blanco"
"299",7.77,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,"blanco"
"300",6.42,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,"blanco"
"301",7.63,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,"blanco"
"302",5.835,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6,"blanco"
"303",6.2,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,"blanco"
"304",7.52,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,"blanco"
"305",6.46,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6,"blanco"
"306",10.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6,"blanco"
"307",7.14,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6,"blanco"
"308",6.64,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6,"blanco"
"309",7.465,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5,"blanco"
"310",6.95,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6,"blanco"
"311",6.96,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7,"blanco"
"312",6.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,"blanco"
"313",6.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6,"blanco"
"314",7.23,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,"blanco"
"315",7.99,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,"blanco"
"316",7.49,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5,"blanco"
"317",7.505,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5,"blanco"
"318",7.47,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,"blanco"
"319",5.43,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,"blanco"
"320",6.71,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,"blanco"
"321",7.5,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,"blanco"
"322",6.02,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6,"blanco"
"323",7.48,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6,"blanco"
"324",7.85,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6,"blanco"
"325",6.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7,"blanco"
"326",5.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,"blanco"
"327",6.69,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5,"blanco"
"328",6.91,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,"blanco"
"329",7.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,"blanco"
"330",6.86,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5,"blanco"
"331",6.65,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6,"blanco"
"332",7.54,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,"blanco"
"333",7.17,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,"blanco"
"334",7.07,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,"blanco"
"335",8.48,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,"blanco"
"336",6.5,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,"blanco"
"337",6.16,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5,"blanco"
"338",6.59,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6,"blanco"
"339",6.45,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5,"blanco"
"340",7.37,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,"blanco"
"341",7.02,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6,"blanco"
"342",6.08,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7,"blanco"
"343",7.39,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5,"blanco"
"344",6.44,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6,"blanco"
"345",7.45,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,"blanco"
"346",7.58,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,"blanco"
"347",7.39,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,"blanco"
"348",7.61,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,"blanco"
"349",7.06,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5,"blanco"
"350",7.71,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6,"blanco"
"351",7.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7,"blanco"
"352",7.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,"blanco"
"353",7.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,"blanco"
"354",7.13,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,"blanco"
"355",7.09,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,"blanco"
"356",8.01,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,"blanco"
"357",7.41,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,"blanco"
"358",6.74,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,"blanco"
"359",7.555,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,"blanco"
"360",7.75,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4,"blanco"
"361",7.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,"blanco"
"362",7.1,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7,"blanco"
"363",6.38,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,"blanco"
"364",6.76,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8,"blanco"
"365",6.55,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5,"blanco"
"366",6.92,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7,"blanco"
"367",6.48,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,"blanco"
"368",6.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8,"blanco"
"369",7.12,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6,"blanco"
"370",7.14,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6,"blanco"
"371",7.42,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3,"blanco"
"372",6.08,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5,"blanco"
"373",6.91,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,"blanco"
"374",6.68,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,"blanco"
"375",7.8,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,"blanco"
"376",6.3,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5,"blanco"
"377",6.36,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,"blanco"
"378",6.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,"blanco"
"379",6.81,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,"blanco"
"380",6.53,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7,"blanco"
"381",7.31,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,"blanco"
"382",6.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,"blanco"
"383",6.53,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,5,"blanco"
"384",7.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5,"blanco"
"385",6.15,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5,"blanco"
"386",7.12,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,"blanco"
"387",7.59,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,"blanco"
"388",6.51,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5,"blanco"
"389",7.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6,"blanco"
"390",7.49,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5,"blanco"
"391",8.97,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6,"blanco"
"392",6.88,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5,"blanco"
"393",6.84,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6,"blanco"
"394",7.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,"blanco"
"395",5.66,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6,"blanco"
"396",7.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,5,"blanco"
"397",7.68,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7,"blanco"
"398",7.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,"blanco"
"399",7.65,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6,"blanco"
"400",6.52,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,"blanco"
"401",7.17,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5,"blanco"
"402",6.26,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6,"blanco"
"403",6.05,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,5,"blanco"
"404",6.57,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5,"blanco"
"405",6.38,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6,"blanco"
"406",6.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6,"blanco"
"407",6.94,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6,"blanco"
"408",7.69,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6,"blanco"
"409",7.66,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6,"blanco"
"410",7.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6,"blanco"
"411",7.33,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7,"blanco"
"412",7.99,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6,"blanco"
"413",6.49,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6,"blanco"
"414",7,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6,"blanco"
"415",6.14,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6,"blanco"
"416",7.6,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,"blanco"
"417",7.03,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6,"blanco"
"418",6.035,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,"blanco"
"419",7.48,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,6,"blanco"
"420",6.99,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6,"blanco"
"421",6.7,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6,"blanco"
"422",6.8,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,5,"blanco"
"423",7.98,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,"blanco"
"424",7.81,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5,"blanco"
"425",6.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7,"blanco"
"426",6.52,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6,"blanco"
"427",6.97,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6,"blanco"
"428",8.14,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6,"blanco"
"429",7.56,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6,"blanco"
"430",7.76,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6,"blanco"
"431",8.08,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7,"blanco"
"432",6.41,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6,"blanco"
"433",6.98,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,5,"blanco"
"434",7.55,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6,"blanco"
"435",6.03,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,"blanco"
"436",7.54,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,5,"blanco"
"437",8.09,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,"blanco"
"438",7.15,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6,"blanco"
"439",6.16,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6,"blanco"
"440",5.95,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5,"blanco"
"441",6.22,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6,"blanco"
"442",7.51,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4,"blanco"
"443",6.38,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6,"blanco"
"444",5.56,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6,"blanco"
"445",5.79,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6,"blanco"
"446",6.5,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6,"blanco"
"447",6.58,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,5,"blanco"
"448",7.65,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,"blanco"
"449",8.245,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5,"blanco"
"450",6.34,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5,"blanco"
"451",7.05,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,6,"blanco"
"452",7.01,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4,"blanco"
"453",7.66,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5,"blanco"
"454",5.85,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,6,"blanco"
"455",6.94,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,6,"blanco"
"456",7.08,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6,"blanco"
"457",6.56,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6,"blanco"
"458",6.56,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6,"blanco"
"459",7.92,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6,"blanco"
"460",6.68,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7,"blanco"
"461",7.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,"blanco"
"462",9.45,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,"blanco"
"463",8.08,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,"blanco"
"464",8.75,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5,"blanco"
"465",6.51,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6,"blanco"
"466",6.11,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5,"blanco"
"467",7.54,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6,"blanco"
"468",6.91,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7,"blanco"
"469",6.27,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5,"blanco"
"470",8.04,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,6,"blanco"
"471",7.7,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7,"blanco"
"472",7.31,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,5,"blanco"
"473",8.02,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,6,"blanco"
"474",7.55,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6,"blanco"
"475",6.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5,"blanco"
"476",6.36,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,6,"blanco"
"477",6.78,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6,"blanco"
"478",7.81,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,"blanco"
"479",6.78,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,"blanco"
"480",7.04,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5,"blanco"
"481",7.4,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7,"blanco"
"482",7.6,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7,"blanco"
"483",8.42,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6,"blanco"
"484",8.43,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6,"blanco"
"485",7.32,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7,"blanco"
"486",6.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7,"blanco"
"487",5.88,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,5,"blanco"
"488",7.6,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6,"blanco"
"489",7.64,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,"blanco"
"490",6.85,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,7,"blanco"
"491",7.66,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6,"blanco"
"492",6.42,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7,"blanco"
"493",7.18,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7,"blanco"
"494",7.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6,"blanco"
"495",7.41,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1,5,"blanco"
"496",7.5,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,6,"blanco"
"497",7.31,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,"blanco"
"498",6.85,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5,"blanco"
"499",6.875,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,"blanco"
"500",6.57,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,"blanco"
"501",7.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,6,"blanco"
"502",6.17,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8,"blanco"
"503",7.09,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7,"blanco"
"504",7,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6,"blanco"
"505",7.44,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,6,"blanco"
"506",6.56,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,"blanco"
"507",7.55,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5,"blanco"
"508",6.38,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,5,"blanco"
"509",7.77,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6,"blanco"
"510",6.86,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8,"blanco"
"511",7.64,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,"blanco"
"512",7.73,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5,"blanco"
"513",7.71,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,"blanco"
"514",8.12,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,"blanco"
"515",8.06,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6,"blanco"
"516",7.94,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6,"blanco"
"517",7.59,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,"blanco"
"518",6.96,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,5,"blanco"
"519",6.76,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,5,"blanco"
"520",5.62,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6,"blanco"
"521",7.44,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5,"blanco"
"522",6.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5,"blanco"
"523",6.44,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,8,"blanco"
"524",8.16,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4,"blanco"
"525",7.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,"blanco"
"526",6.11,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6,"blanco"
"527",7.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,"blanco"
"528",7.14,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6,"blanco"
"529",6.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5,"blanco"
"530",6.27,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6,"blanco"
"531",6.04,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6,"blanco"
"532",6.37,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7,"blanco"
"533",7.68,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,5,"blanco"
"534",5.95,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,5,"blanco"
"535",6.135,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5,"blanco"
"536",5.835,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7,"blanco"
"537",6.38,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,4,"blanco"
"538",6.51,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6,"blanco"
"539",6.64,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5,"blanco"
"540",6.64,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5,"blanco"
"541",6.56,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5,"blanco"
"542",6.83,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,4,"blanco"
"543",7.505,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6,"blanco"
"544",6.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5,"blanco"
"545",7.36,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,"blanco"
"546",6.14,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6,"blanco"
"547",6.71,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7,"blanco"
"548",7.97,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6,"blanco"
"549",9.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,6,"blanco"
"550",7.64,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,5,"blanco"
"551",6.87,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5,"blanco"
"552",7.09,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,4,"blanco"
"553",7.38,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,"blanco"
"554",7.05,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,7,"blanco"
"555",7.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4,"blanco"
"556",7.27,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,"blanco"
"557",8.08,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5,"blanco"
"558",7.02,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,6,"blanco"
"559",6.24,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,6,"blanco"
"560",6.64,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5,"blanco"
"561",8.22,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,6,"blanco"
"562",6.88,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,6,"blanco"
"563",7.42,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,8,"blanco"
"564",7.01,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6,"blanco"
"565",6.72,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,5,"blanco"
"566",6.38,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,6,"blanco"
"567",6.19,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6,"blanco"
"568",6.12,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,"blanco"
"569",6.02,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,"blanco"
"570",6.98,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5,"blanco"
"571",7.14,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7,5,"blanco"
"572",6.15,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6,"blanco"
"573",6.67,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,5,"blanco"
"574",8.56,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,5,"blanco"
"575",6.56,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,5,"blanco"
"576",7.02,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7,"blanco"
"577",7.47,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,4,"blanco"
"578",7.48,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,6,"blanco"
"579",6.87,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,7,"blanco"
"580",7.1,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,4,"blanco"
"581",6.46,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,6,"blanco"
"582",6.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,5,"blanco"
"583",6.27,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,5,"blanco"
"584",7.89,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,6,"blanco"
"585",6.64,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,5,"blanco"
